NBCI_TAX_Genus	NBCI_TAX_Species	Suggested_IUCN_Genus	Suggested_IUCN_Species
Nectogale	elegans	Nectogale	elegans
Nectomys	apicalis	Nectomys	apicalis
Nectomys	squamipes	Nectomys	squamipes
Neodon	irene	Neodon	irene
Neodon	juldaschi	Neodon	juldaschi
Neodon	sikimensis	Neodon	sikimensis
Neohylomys	hainanensis	Neohylomys	hainanensis
Neomys	anomalus	Neomys	anomalus
Neomys	fodiens	Neomys	fodiens
Neomys	teres	Neomys	teres
Neophascogale	lorentzii	Neophascogale	lorentzii
Neophocaena	phocaenoides	Neophocaena	phocaenoides
Neoromicia	brunneus	Neoromicia	brunnea
Neoromicia	capensis	Neoromicia	capensis
Neoromicia	nanus	Neoromicia	nana
Neoromicia	rendalli	Neoromicia	rendalli
Neoromicia	roseveari	Delete	Delete
Neoromicia	somalicus	Neoromicia	somalica
Neoromicia	tenuipinnis	Neoromicia	tenuipinnis
Neoromicia	zuluensis	Neoromicia	zuluensis
Neotetracus	sinensis	Neotetracus	sinensis
Neotoma	albigula	Neotoma	albigula
Neotoma	angustapalata	Neotoma	angustapalata
Neotoma	bryanti	Neotoma	bryanti
Neotoma	cinerea	Neotoma	cinerea
Neotoma	devia	Neotoma	devia
Neotoma	floridana	Neotoma	floridana
Neotoma	fuscipes	Neotoma	fuscipes
Neotoma	goldmani	Neotoma	goldmani
Neotoma	isthmica	Delete	Delete
Neotoma	lepida	Neotoma	lepida
Neotoma	leucodon	Neotoma	leucodon
Neotoma	magister	Neotoma	magister
Neotoma	mexicana	Neotoma	mexicana
Neotoma	micropus	Neotoma	micropus
Neotoma	picta	Delete	Delete
Neotoma	stephensi	Neotoma	stephensi
Neotomodon	alstoni	Neotomodon	alstoni
Neotomys	ebriosus	Neotomys	ebriosus
Neotragus	moschatus	Nesotragus	moschatus
Neovison	vison	Neovison	vison
Nephelomys	albigularis	Nephelomys	albigularis
Nesolagus	netscheri	Nesolagus	netscheri
Nesolagus	timinsi	Nesolagus	timminsi
Nesomys	rufus	Nesomys	rufus
Nesoryzomys	swarthi	Nesoryzomys	swarthi
Neurotrichus	gibbsii	Neurotrichus	gibbsii
Ningaui	ridei	Ningaui	ridei
Ningaui	timealeyi	Ningaui	timealeyi
Ningaui	yvonnae	Ningaui	yvonneae
Niviventer	bukit	Delete	Delete
Niviventer	confucianus	Niviventer	confucianus
Niviventer	cremoriventer	Niviventer	cremoriventer
Niviventer	culturatus	Niviventer	culturatus
Niviventer	excelsior	Niviventer	excelsior
Niviventer	fulvescens	Niviventer	fulvescens
Niviventer	langbianis	Niviventer	langbianis
Niviventer	niviventer	Niviventer	niviventer
Niviventer	rapit	Niviventer	rapit
Noctilio	albiventris	Noctilio	albiventris
Noctilio	leporinus	Noctilio	leporinus
Nomascus	concolor	Nomascus	concolor
Nomascus	gabriellae	Nomascus	gabriellae
Nomascus	leucogenys	Nomascus	leucogenys
Nomascus	nasutus	Nomascus	nasutus
Nomascus	siki	Nomascus	siki
Nothrotheriops	shastensis	Nothrotheriops	shastense
Notiosorex	crawfordi	Notiosorex	crawfordi
Notomys	alexis	Notomys	alexis
Notomys	fuscus	Notomys	fuscus
Notoryctes	typhlops	Notoryctes	typhlops
Nyctalus	aviator	Nyctalus	aviator
Nyctalus	azoreum	Nyctalus	azoreum
Nyctalus	lasiopterus	Nyctalus	lasiopterus
Nyctalus	leisleri	Nyctalus	leisleri
Nyctalus	noctula	Nyctalus	noctula
Nyctalus	plancyi	Nyctalus	plancyi
Nyctalus	velutinus	Delete	Delete
Nyctereutes	procyonoides	Nyctereutes	procyonoides
Nycteris	grandis	Nycteris	grandis
Nycteris	hispida	Nycteris	hispida
Nycteris	javanica	Nycteris	javanica
Nycteris	thebaica	Nycteris	thebaica
Nycteris	tragata	Nycteris	tragata
Nycticebus	bengalensis	Nycticebus	bengalensis
Nycticebus	coucang	Nycticebus	coucang
Nycticebus	javanicus	Nycticebus	javanicus
Nycticebus	menagensis	Nycticebus	menagensis
Nycticebus	pygmaeus	Nycticebus	pygmaeus
Nycticeinops	schlieffeni	Nycticeinops	schlieffeni
Nycticeius	humeralis	Nycticeius	humeralis
Nyctimene	aello	Nyctimene	aello
Nyctimene	albiventer	Nyctimene	albiventer
Nyctimene	cephalotes	Nyctimene	cephalotes
Nyctimene	robinsoni	Nyctimene	robinsoni
Nyctimene	vizcaccia	Nyctimene	vizcaccia
Nyctinomops	aurispinosus	Nyctinomops	aurispinosus
Nyctinomops	femorosaccus	Nyctinomops	femorosaccus
Nyctinomops	laticaudatus	Nyctinomops	laticaudatus
Nyctinomops	macrotis	Nyctinomops	macrotis
Nyctomys	sumichrasti	Nyctomys	sumichrasti
Ochotona	alpina	Ochotona	alpina
Ochotona	brookei	Delete	Delete
Ochotona	cansus	Ochotona	cansus
Ochotona	collaris	Ochotona	collaris
Ochotona	coreana	Ochotona	coreana
Ochotona	curzoniae	Ochotona	curzoniae
Ochotona	dauurica	Ochotona	dauurica
Ochotona	erythrotis	Ochotona	erythrotis
Ochotona	forresti	Ochotona	forresti
Ochotona	gloveri	Ochotona	gloveri
Ochotona	himalayana	Ochotona	himalayana
Ochotona	hoffmanni	Ochotona	hoffmanni
Ochotona	huangensis	Ochotona	huangensis
Ochotona	hyperborea	Ochotona	hyperborea
Ochotona	iliensis	Ochotona	iliensis
Ochotona	koslowi	Ochotona	koslowi
Ochotona	ladacensis	Ochotona	ladacensis
Ochotona	macrotis	Ochotona	macrotis
Ochotona	mantchurica	Ochotona	mantchurica
Ochotona	muliensis	Ochotona	muliensis
Ochotona	nubrica	Ochotona	nubrica
Ochotona	pallasi	Ochotona	pallasi
Ochotona	princeps	Ochotona	princeps
Ochotona	pusilla	Ochotona	pusilla
Ochotona	roylei	Ochotona	roylei
Ochotona	rufescens	Ochotona	rufescens
Ochotona	rutila	Ochotona	rutila
Ochotona	thibetana	Ochotona	thibetana
Ochotona	thomasi	Ochotona	thomasi
Ochotona	turuchanensis	Ochotona	turuchanensis
Ochrotomys	nuttalli	Ochrotomys	nuttalli
Octodon	bridgesi	Octodon	bridgesi
Octodon	degus	Octodon	degus
Octodon	lunatus	Octodon	lunatus
Octodontomys	gliroides	Octodontomys	gliroides
Octomys	mimax	Octomys	mimax
Odobenus	rosmarus	Odobenus	rosmarus
Odocoileus	hemionus	Odocoileus	hemionus
Odocoileus	virginianus	Odocoileus	virginianus
Oecomys	auyantepui	Oecomys	auyantepui
Oecomys	bicolor	Oecomys	bicolor
Oecomys	catherinae	Oecomys	catherinae
Oecomys	cleberi	Oecomys	cleberi
Oecomys	concolor	Oecomys	concolor
Oecomys	mamorae	Oecomys	mamorae
Oecomys	rex	Oecomys	rex
Oecomys	roberti	Oecomys	roberti
Oecomys	rutilus	Oecomys	rutilus
Oecomys	superans	Oecomys	superans
Oecomys	trinitatis	Oecomys	trinitatis
Oenomys	hypoxanthus	Oenomys	hypoxanthus
Oligoryzomys	andinus	Oligoryzomys	andinus
Oligoryzomys	chacoensis	Oligoryzomys	chacoensis
Oligoryzomys	delticola	Oligoryzomys	delticola
Oligoryzomys	destructor	Oligoryzomys	destructor
Oligoryzomys	eliurus	Oligoryzomys	eliurus
Oligoryzomys	flavescens	Oligoryzomys	flavescens
Oligoryzomys	fornesi	Oligoryzomys	fornesi
Oligoryzomys	fulvescens	Oligoryzomys	fulvescens
Oligoryzomys	longicaudatus	Oligoryzomys	longicaudatus
Oligoryzomys	magellanicus	Oligoryzomys	magellanicus
Oligoryzomys	messorius	Delete	Delete
Oligoryzomys	microtis	Oligoryzomys	microtis
Oligoryzomys	moojeni	Oligoryzomys	moojeni
Oligoryzomys	rupestris	Oligoryzomys	rupestris
Oligoryzomys	stramineus	Oligoryzomys	stramineus
Oligoryzomys	utiaritensis	Delete	Delete
Oligoryzomys	vegetus	Oligoryzomys	vegetus
Ommatophoca	rossii	Ommatophoca	rossii
Ondatra	zibethicus	Ondatra	zibethicus
Onychogalea	fraenata	Onychogalea	fraenata
Onychogalea	unguifera	Onychogalea	unguifera
Onychomys	arenicola	Onychomys	arenicola
Onychomys	leucogaster	Onychomys	leucogaster
Onychomys	torridus	Onychomys	torridus
Orcaella	brevirostris	Orcaella	brevirostris
Orcinus	orca	Orcinus	orca
Oreamnos	americanus	Oreamnos	americanus
Oreoryzomys	balneator	Oreoryzomys	balneator
Oreotragus	oreotragus	Oreotragus	oreotragus
Orthogeomys	cavator	Orthogeomys	cavator
Orthogeomys	cherriei	Orthogeomys	cherriei
Orthogeomys	grandis	Orthogeomys	grandis
Orthogeomys	heterodus	Orthogeomys	heterodus
Orthogeomys	underwoodi	Orthogeomys	underwoodi
Orycteropus	afer	Orycteropus	afer
Oryctolagus	cuniculus	Oryctolagus	cuniculus
Oryx	dammah	Oryx	dammah
Oryx	gazella	Oryx	gazella
Oryzomys	couesi	Oryzomys	couesi
Oryzomys	mexicanus	Delete	Delete
Oryzomys	palustris	Oryzomys	palustris
Oryzomys	texensis	Delete	Delete
Oryzorictes	talpoides	Oryzorictes	hova
Osgoodomys	banderanus	Osgoodomys	banderanus
Otaria	byronia	Otaria	byronia
Otocolobus	manul	Otocolobus	manul
Otocyon	megalotis	Otocyon	megalotis
Otolemur	crassicaudatus	Otolemur	crassicaudatus
Otolemur	garnettii	Otolemur	garnettii
Otomops	martiensseni	Otomops	martiensseni
Otomys	angoniensis	Otomys	angoniensis
Otomys	irroratus	Otomys	irroratus
Otonycteris	hemprichii	Otonycteris	hemprichii
Otonyctomys	hatti	Otonyctomys	hatti
Otopteropus	cartilagonodus	Otopteropus	cartilagonodus
Ototylomys	phyllotis	Ototylomys	phyllotis
Ourebia	ourebi	Ourebia	ourebi
Ovibos	moschatus	Ovibos	moschatus
Ovis	ammon	Ovis	ammon
Ovis	aries	Delete	Delete
Ovis	canadensis	Ovis	canadensis
Ovis	dalli	Ovis	dalli
Ovis	nivicola	Ovis	nivicola
Ovis	orientalis	Ovis	orientalis
Ovis	vignei	Delete	Delete
Oxymycterus	paramensis	Oxymycterus	paramensis
Ozotoceros	bezoarticus	Ozotoceros	bezoarticus
Pachyuromys	duprasi	Pachyuromys	duprasi
Paguma	larvata	Paguma	larvata
Pan	paniscus	Pan	paniscus
Pan	troglodytes	Pan	troglodytes
Panthera	leo	Panthera	leo
Panthera	onca	Panthera	onca
Panthera	pardus	Panthera	pardus
Panthera	tigris	Panthera	tigris
Pantholops	hodgsonii	Pantholops	hodgsonii
Papio	anubis	Papio	anubis
Papio	cynocephalus	Papio	cynocephalus
Papio	hamadryas	Papio	hamadryas
Papio	kindae	Papio	kindae
Papio	papio	Papio	papio
Papio	ursinus	Papio	ursinus
Pappogeomys	bulleri	Pappogeomys	bulleri
Paradoxurus	hermaphroditus	Paradoxurus	hermaphroditus
Paraechinus	aethiopicus	Paraechinus	aethiopicus
Parahyaena	brunnea	Parahyaena	brunnea
Parahydromys	asper	Parahydromys	asper
Paramelomys	levipes	Paramelomys	levipes
Paramelomys	moncktoni	Paramelomys	moncktoni
Paramelomys	platyops	Paramelomys	platyops
Paramelomys	rubex	Paramelomys	rubex
Paramurexia	rothschildi	Murexia	rothschildi
Parantechinus	apicalis	Parantechinus	apicalis
Parascalops	breweri	Parascalops	breweri
Parastrellus	hesperus	Pipistrellus	hesperus
Paraxerus	cepapi	Paraxerus	cepapi
Paraxerus	ochraceus	Paraxerus	ochraceus
Paraxerus	vexillarius	Paraxerus	vexillarius
Pardofelis	marmorata	Pardofelis	marmorata
Parotomys	brantsii	Parotomys	brantsii
Paruromys	dominator	Paruromys	dominator
Pecari	tajacu	Pecari	tajacu
Pelea	capreolus	Pelea	capreolus
Pelomys	campanae	Pelomys	campanae
Pelomys	fallax	Pelomys	fallax
Pentalagus	furnessi	Pentalagus	furnessi
Penthetor	lucasi	Penthetor	lucasi
Peponocephala	electra	Peponocephala	electra
Perameles	bougainville	Perameles	bougainville
Perameles	eremiana	Perameles	eremiana
Perameles	gunnii	Perameles	gunnii
Perameles	nasuta	Perameles	nasuta
Perodicticus	potto	Perodicticus	potto
Perognathus	amplus	Perognathus	amplus
Perognathus	fasciatus	Perognathus	fasciatus
Perognathus	flavescens	Perognathus	flavescens
Perognathus	flavus	Perognathus	flavus
Perognathus	inornatus	Perognathus	inornatus
Perognathus	longimembris	Perognathus	longimembris
Perognathus	merriami	Perognathus	merriami
Perognathus	parvus	Perognathus	parvus
Peromyscus	arcticus	Delete	Delete
Peromyscus	attwateri	Peromyscus	attwateri
Peromyscus	aztecus	Peromyscus	aztecus
Peromyscus	beatae	Peromyscus	beatae
Peromyscus	boylii	Peromyscus	boylii
Peromyscus	californicus	Peromyscus	californicus
Peromyscus	caniceps	Peromyscus	caniceps
Peromyscus	collatus	Delete	Delete
Peromyscus	crinitus	Peromyscus	crinitus
Peromyscus	difficilis	Peromyscus	difficilis
Peromyscus	eremicus	Peromyscus	eremicus
Peromyscus	eva	Peromyscus	eva
Peromyscus	fraterculus	Peromyscus	fraterculus
Peromyscus	furvus	Peromyscus	furvus
Peromyscus	gossypinus	Peromyscus	gossypinus
Peromyscus	grandis	Peromyscus	grandis
Peromyscus	gratus	Peromyscus	gratus
Peromyscus	guatemalensis	Peromyscus	guatemalensis
Peromyscus	gymnotis	Peromyscus	gymnotis
Peromyscus	hooperi	Peromyscus	hooperi
Peromyscus	hylocetes	Peromyscus	hylocetes
Peromyscus	interparietalis	Peromyscus	interparietalis
Peromyscus	keeni	Peromyscus	keeni
Peromyscus	leucopus	Peromyscus	leucopus
Peromyscus	levipes	Peromyscus	levipes
Peromyscus	madrensis	Peromyscus	madrensis
Peromyscus	maniculatus	Peromyscus	maniculatus
Peromyscus	mayensis	Peromyscus	mayensis
Peromyscus	megalops	Peromyscus	megalops
Peromyscus	melanocarpus	Peromyscus	melanocarpus
Peromyscus	melanophrys	Peromyscus	melanophrys
Peromyscus	melanotis	Peromyscus	melanotis
Peromyscus	merriami	Peromyscus	merriami
Peromyscus	mexicanus	Peromyscus	mexicanus
Peromyscus	nasutus	Peromyscus	nasutus
Peromyscus	nudipes	Delete	Delete
Peromyscus	ochraventer	Peromyscus	ochraventer
Peromyscus	pectoralis	Peromyscus	pectoralis
Peromyscus	perfulvus	Peromyscus	perfulvus
Peromyscus	polionotus	Peromyscus	polionotus
Peromyscus	polius	Peromyscus	polius
Peromyscus	sagax	Peromyscus	sagax
Peromyscus	schmidlyi	Peromyscus	schmidlyi
Peromyscus	sejugis	Peromyscus	sejugis
Peromyscus	simulus	Peromyscus	simulus
Peromyscus	spicilegus	Peromyscus	spicilegus
Peromyscus	stephani	Peromyscus	stephani
Peromyscus	stirtoni	Peromyscus	stirtoni
Peromyscus	truei	Peromyscus	truei
Peromyscus	winkelmanni	Peromyscus	winkelmanni
Peromyscus	yucatanicus	Peromyscus	yucatanicus
Peromyscus	zarhynchus	Peromyscus	zarhynchus
Peropteryx	kappleri	Peropteryx	kappleri
Peroryctes	broadbenti	Peroryctes	broadbenti
Peroryctes	raffrayana	Peroryctes	raffrayana
Petaurista	albiventer	Delete	Delete
Petaurista	alborufus	Petaurista	alborufus
Petaurista	elegans	Petaurista	elegans
Petaurista	hainana	Delete	Delete
Petaurista	leucogenys	Petaurista	leucogenys
Petaurista	petaurista	Petaurista	petaurista
Petaurista	philippensis	Petaurista	philippensis
Petaurista	xanthotis	Petaurista	xanthotis
Petaurista	yunanensis	Delete	Delete
Petauroides	volans	Petauroides	volans
Petaurus	abidi	Petaurus	abidi
Petaurus	australis	Petaurus	australis
Petaurus	breviceps	Petaurus	breviceps
Petaurus	norfolcensis	Petaurus	norfolcensis
Petinomys	setosus	Petinomys	setosus
Petrodromus	tetradactylus	Petrodromus	tetradactylus
Petrogale	assimilis	Petrogale	assimilis
Petrogale	brachyotis	Petrogale	brachyotis
Petrogale	burbidgei	Petrogale	burbidgei
Petrogale	coenensis	Petrogale	coenensis
Petrogale	concinna	Petrogale	concinna
Petrogale	godmani	Petrogale	godmani
Petrogale	herberti	Petrogale	herberti
Petrogale	inornata	Petrogale	inornata
Petrogale	lateralis	Petrogale	lateralis
Petrogale	mareeba	Petrogale	mareeba
Petrogale	penicillata	Petrogale	penicillata
Petrogale	persephone	Petrogale	persephone
Petrogale	purpureicollis	Petrogale	purpureicollis
Petrogale	rothschildi	Petrogale	rothschildi
Petrogale	sharmani	Petrogale	sharmani
Petrogale	xanthopus	Petrogale	xanthopus
Petromus	typicus	Petromus	typicus
Petromyscus	monticularis	Petromyscus	monticularis
Petropseudes	dahli	Petropseudes	dahli
Phacochoerus	aethiopicus	Phacochoerus	aethiopicus
Phacochoerus	africanus	Phacochoerus	africanus
Phalanger	carmelitae	Phalanger	carmelitae
Phalanger	gymnotis	Phalanger	gymnotis
Phalanger	lullulae	Phalanger	lullulae
Phalanger	maculatus	Delete	Delete
Phalanger	orientalis	Phalanger	orientalis
Phalanger	sericeus	Phalanger	sericeus
Phalanger	vestitus	Phalanger	vestitus
Phaner	furcifer	Phaner	furcifer
Phascogale	calura	Phascogale	calura
Phascogale	tapoatafa	Phascogale	tapoatafa
Phascolarctos	cinereus	Phascolarctos	cinereus
Phascolosorex	dorsalis	Phascolosorex	dorsalis
Phascomurexia	naso	Murexia	naso
Phenacomys	intermedius	Phenacomys	intermedius
Philander	andersoni	Philander	andersoni
Philander	frenatus	Philander	frenatus
Philander	mcilhennyi	Philander	mcilhennyi
Philander	opossum	Philander	opossum
Philantomba	maxwellii	Philantomba	maxwellii
Philantomba	monticola	Philantomba	monticola
Phoca	fasciata	Histriophoca	fasciata
Phoca	groenlandica	Pagophilus	groenlandicus
Phoca	largha	Phoca	largha
Phoca	vitulina	Phoca	vitulina
Phocarctos	hookeri	Phocarctos	hookeri
Phocoena	dioptrica	Phocoena	dioptrica
Phocoena	phocoena	Phocoena	phocoena
Phocoena	sinus	Phocoena	sinus
Phocoena	spinipinnis	Phocoena	spinipinnis
Phocoenoides	dalli	Phocoenoides	dalli
Phodopus	campbelli	Phodopus	campbelli
Phodopus	roborovskii	Phodopus	roborovskii
Phodopus	sungorus	Phodopus	sungorus
Phylloderma	stenops	Phylloderma	stenops
Phyllomys	blainvillii	Phyllomys	blainvillii
Phyllomys	brasiliensis	Phyllomys	brasiliensis
Phyllomys	dasythrix	Phyllomys	dasythrix
Phyllomys	lamarum	Phyllomys	lamarum
Phyllomys	lundi	Phyllomys	lundi
Phyllomys	nigrispinus	Phyllomys	nigrispinus
Phyllomys	pattoni	Phyllomys	pattoni
Phyllomys	sulinus	Phyllomys	sulinus
Phyllomys	unicolor	Phyllomys	unicolor
Phyllonycteris	poeyi	Phyllonycteris	poeyi
Phyllostomus	discolor	Phyllostomus	discolor
Phyllostomus	elongatus	Phyllostomus	elongatus
Phyllostomus	hastatus	Phyllostomus	hastatus
Phyllostomus	latifolius	Phyllostomus	latifolius
Phyllotis	alisosiensis	Delete	Delete
Phyllotis	amicus	Phyllotis	amicus
Phyllotis	andium	Phyllotis	andium
Phyllotis	anitae	Phyllotis	anitae
Phyllotis	bonariensis	Phyllotis	bonariensis
Phyllotis	darwini	Phyllotis	darwini
Phyllotis	gerbillus	Phyllotis	gerbillus
Phyllotis	limatus	Phyllotis	limatus
Phyllotis	magister	Phyllotis	magister
Phyllotis	osilae	Phyllotis	osilae
Phyllotis	wolffsohni	Phyllotis	wolffsohni
Phyllotis	xanthopygus	Phyllotis	xanthopygus
Physeter	catodon	Physeter	macrocephalus
Piliocolobus	badius	Procolobus	badius
Pipanacoctomys	aureus	Pipanacoctomys	aureus
Pipistrellus	abramus	Pipistrellus	abramus
Pipistrellus	coromandra	Pipistrellus	coromandra
Pipistrellus	deserti	Delete	Delete
Pipistrellus	hanaki	Pipistrellus	hanaki
Pipistrellus	hesperidus	Pipistrellus	hesperidus
Pipistrellus	javanicus	Pipistrellus	javanicus
Pipistrellus	kuhlii	Pipistrellus	kuhlii
Pipistrellus	maderensis	Pipistrellus	maderensis
Pipistrellus	nathusii	Pipistrellus	nathusii
Pipistrellus	paterculus	Pipistrellus	paterculus
Pipistrellus	pipistrellus	Pipistrellus	pipistrellus
Pipistrellus	pygmaeus	Pipistrellus	pygmaeus
Pipistrellus	rueppellii	Pipistrellus	rueppellii
Pipistrellus	stenopterus	Pipistrellus	stenopterus
Pipistrellus	subflavus	Pipistrellus	subflavus
Pipistrellus	tenuis	Pipistrellus	tenuis
Pithecia	irrorata	Pithecia	vanzolinii
Pithecia	pithecia	Pithecia	pithecia
Planigale	gilesi	Planigale	gilesi
Planigale	ingrami	Planigale	ingrami
Planigale	maculata	Planigale	maculata
Planigale	tenuirostris	Planigale	tenuirostris
Platanista	gangetica	Platanista	gangetica
Platanista	minor	Delete	Delete
Platyrrhinus	helleri	Platyrrhinus	helleri
Plecotus	auritus	Plecotus	auritus
Plecotus	austriacus	Plecotus	austriacus
Plecotus	balensis	Plecotus	balensis
Plecotus	christii	Plecotus	christii
Plecotus	kolombatovici	Plecotus	kolombatovici
Plecotus	kozlovi	Delete	Delete
Plecotus	macrobullaris	Plecotus	macrobullaris
Plecotus	ognevi	Plecotus	ognevi
Plecotus	rafinesquii	Corynorhinus	rafinesquii
Plecotus	sacrimontis	Plecotus	sacrimontis
Plecotus	sardus	Plecotus	sardus
Plecotus	strelkovi	Delete	Delete
Plecotus	teneriffae	Plecotus	teneriffae
Plecotus	turkmenicus	Delete	Delete
Plecotus	wardi	Delete	Delete
Podogymnura	truei	Podogymnura	truei
Podomys	floridanus	Podomys	floridanus
Poecilogale	albinucha	Poecilogale	albinucha
Poelagus	marjorita	Poelagus	marjorita
Pogonomys	loriae	Pogonomys	loriae
Pogonomys	macrourus	Pogonomys	macrourus
Poiana	richardsonii	Poiana	richardsonii
Pongo	abelii	Pongo	abelii
Pongo	pygmaeus	Pongo	pygmaeus
Pontoporia	blainvillei	Pontoporia	blainvillei
Potamochoerus	larvatus	Potamochoerus	larvatus
Potamochoerus	porcus	Potamochoerus	porcus
Potorous	gilbertii	Potorous	gilbertii
Potorous	longipes	Potorous	longipes
Potorous	platyops	Potorous	platyops
Potorous	tridactylus	Potorous	tridactylus
Potos	flavus	Potos	flavus
Praomys	daltoni	Praomys	daltoni
Praomys	degraaffi	Praomys	degraaffi
Praomys	delectorum	Praomys	delectorum
Praomys	derooi	Praomys	derooi
Praomys	hartwigi	Praomys	hartwigi
Praomys	jacksoni	Praomys	jacksoni
Praomys	minor	Praomys	minor
Praomys	misonnei	Praomys	misonnei
Praomys	morio	Praomys	morio
Praomys	mutoni	Praomys	mutoni
Praomys	obscurus	Praomys	obscurus
Praomys	petteri	Praomys	petteri
Praomys	rostratus	Praomys	rostratus
Praomys	tullbergi	Praomys	tullbergi
Presbytis	comata	Presbytis	comata
Presbytis	melalophos	Presbytis	melalophos
Priodontes	maximus	Priodontes	maximus
Prionailurus	bengalensis	Prionailurus	bengalensis
Prionailurus	iriomotensis	Delete	Delete
Prionailurus	planiceps	Prionailurus	planiceps
Prionailurus	rubiginosa	Prionailurus	rubiginosus
Prionailurus	viverrinus	Prionailurus	viverrinus
Prionodon	linsang	Prionodon	linsang
Procapra	gutturosa	Procapra	gutturosa
Procapra	picticaudata	Procapra	picticaudata
Procavia	capensis	Procavia	capensis
Procolobus	verus	Procolobus	verus
Procyon	cancrivorus	Procyon	cancrivorus
Procyon	lotor	Procyon	lotor
Procyon	minor	Delete	Delete
Proechimys	cuvieri	Proechimys	cuvieri
Proechimys	gularis	Proechimys	brevicauda
Proechimys	guyannensis	Proechimys	guyannensis
Proechimys	hoplomyoides	Proechimys	hoplomyoides
Proechimys	longicaudatus	Proechimys	longicaudatus
Proechimys	quadruplicatus	Proechimys	quadruplicatus
Proechimys	roberti	Proechimys	roberti
Proechimys	simonsi	Proechimys	simonsi
Proechimys	steerei	Proechimys	steerei
Proedromys	bedfordi	Proedromys	bedfordi
Proedromys	liangshanensis	Proedromys	liangshanensis
Profelis	aurata	Caracal	aurata
Pronolagus	crassicaudatus	Pronolagus	crassicaudatus
Pronolagus	randensis	Pronolagus	randensis
Pronolagus	rupestris	Pronolagus	rupestris
Pronolagus	saundersiae	Pronolagus	saundersiae
Propithecus	coquereli	Propithecus	coquereli
Propithecus	diadema	Propithecus	diadema
Propithecus	edwardsi	Propithecus	edwardsi
Propithecus	perrieri	Propithecus	perrieri
Propithecus	tattersalli	Propithecus	tattersalli
Propithecus	verreauxi	Propithecus	verreauxi
Proteles	cristatus	Proteles	cristata
Protoxerus	stangeri	Protoxerus	stangeri
Psammomys	obesus	Psammomys	obesus
Pseudantechinus	macdonnellensis	Pseudantechinus	macdonnellensis
Pseudantechinus	mimulus	Pseudantechinus	mimulus
Pseudantechinus	ningbing	Pseudantechinus	ningbing
Pseudantechinus	roryi	Pseudantechinus	roryi
Pseudantechinus	woolleyae	Pseudantechinus	woolleyae
Pseudocheirus	peregrinus	Pseudocheirus	peregrinus
Pseudochirops	albertisii	Pseudochirops	albertisii
Pseudochirops	archeri	Pseudochirops	archeri
Pseudochirops	corinnae	Pseudochirops	corinnae
Pseudochirops	cupreus	Pseudochirops	cupreus
Pseudochirulus	canescens	Pseudochirulus	canescens
Pseudochirulus	caroli	Pseudochirulus	caroli
Pseudochirulus	forbesi	Pseudochirulus	forbesi
Pseudochirulus	herbertensis	Pseudochirulus	herbertensis
Pseudochirulus	mayeri	Pseudochirulus	mayeri
Pseudohydromys	ellermani	Pseudohydromys	ellermani
Pseudois	nayaur	Pseudois	nayaur
Pseudois	schaeferi	Delete	Delete
Pseudomys	australis	Pseudomys	australis
Pseudomys	shortridgei	Pseudomys	shortridgei
Pseudonovibos	spiralis	Delete	Delete
Pseudorca	crassidens	Pseudorca	crassidens
Pseudoryx	nghetinhensis	Pseudoryx	nghetinhensis
Pseudoryzomys	simplex	Pseudoryzomys	simplex
Ptenochirus	jagori	Ptenochirus	jagori
Pteromys	volans	Pteromys	volans
Pteronotus	davyi	Pteronotus	davyi
Pteronotus	gymnonotus	Pteronotus	gymnonotus
Pteronotus	macleayii	Pteronotus	macleayii
Pteronotus	parnellii	Pteronotus	parnellii
Pteronotus	personatus	Pteronotus	personatus
Pteronotus	quadridens	Pteronotus	quadridens
Pteronotus	rubiginosus	Pteronotus	rubiginosus
Pteronura	brasiliensis	Pteronura	brasiliensis
Pteropus	alecto	Pteropus	alecto
Pteropus	scapulatus	Pteropus	scapulatus
Pteropus	vampyrus	Pteropus	vampyrus
Ptilocercus	lowii	Ptilocercus	lowii
Pudu	puda	Pudu	puda
Puma	concolor	Puma	concolor
Pusa	caspica	Pusa	caspica
Pusa	hispida	Pusa	hispida
Pygathrix	cinerea	Pygathrix	cinerea
Pygathrix	nemaeus	Pygathrix	nemaeus
Pygathrix	nigripes	Pygathrix	nigripes
Pygeretmus	pumilio	Pygeretmus	pumilio
Rangifer	tarandus	Rangifer	tarandus
Raphicerus	campestris	Raphicerus	campestris
Raphicerus	melanotis	Raphicerus	melanotis
Rattus	andamanensis	Rattus	andamanensis
Rattus	argentiventer	Rattus	argentiventer
Rattus	colletti	Rattus	colletti
Rattus	exulans	Rattus	exulans
Rattus	fuscipes	Rattus	fuscipes
Rattus	giluwensis	Rattus	giluwensis
Rattus	hoffmanni	Rattus	hoffmanni
Rattus	leucopus	Rattus	leucopus
Rattus	losea	Rattus	losea
Rattus	lutreolus	Rattus	lutreolus
Rattus	niobe	Rattus	niobe
Rattus	nitidus	Rattus	nitidus
Rattus	norvegicus	Rattus	norvegicus
Rattus	novaeguineae	Rattus	novaeguineae
Rattus	praetor	Rattus	praetor
Rattus	rattus	Rattus	rattus
Rattus	satarae	Rattus	satarae
Rattus	sordidus	Rattus	sordidus
Rattus	steini	Rattus	steini
Rattus	tanezumi	Rattus	tanezumi
Rattus	tiomanicus	Rattus	tiomanicus
